Name,Instagram,Confidence,Method,Notes,GooglePlaceID,Latitude,Longitude,Address,Neighborhood,Phone,Website
RVR,,manual_review,none,Could not find handle automatically,ChIJZ1pkfgC7woARjdvLWPbggwg,33.99135,-118.4679423,"1305 Abbot Kinney Blvd, Venice, CA 90291, USA",Venice,(310) 573-8077,http://www.rvr.la/
Sakae Sushi,,manual_review,none,Could not find handle automatically,ChIJP7TQi4G1woARf84immqdMm8,33.8901607,-118.3049171,"1601 W Redondo Beach Blvd #112, Gardena, CA 90247, USA",Gardena,(310) 532-4550,http://sakaesushigardena.com/
Sakura-Ya,,manual_review,none,Could not find handle automatically,ChIJIdydu3m1woARYwz2fP82mV8,33.8840762,-118.3089734,"16134 S Western Ave, Gardena, CA 90247, USA",Gardena,(310) 323-7117,https://sakurayagardena.com/
Santa Canela,,manual_review,none,Could not find handle automatically,ChIJowrYmMLFwoARfBaOlCGmRNk,34.1091426,-118.1941328,"5601 N Figueroa St unit 120, Los Angeles, CA 90042, USA",Highland Park,,http://www.santacanela.com/
Sarita's Pupuseria,,manual_review,none,Could not find handle automatically,ChIJqX-Yk0vGwoARrZJbkvesnxo,34.051052,-118.2493274,"317 S Broadway E5, Los Angeles, CA 90013, USA",Downtown Los Angeles,(213) 626-6320,http://www.grandcentralmarket.com/vendors/32/saritas-pupuseria
Savta,,manual_review,none,Could not find handle automatically,ChIJB0vwhQO5woAR4_iegn7UzHY,34.0718216,-118.3609908,"6333 W 3rd St Suite 110, Los Angeles, CA 90036, USA",Fairfax,(323) 287-5555,https://www.savtarestaurant.com/
Sea Harbour Seafood Restaurant,,manual_review,none,Could not find handle automatically,ChIJ_TQYZY_awoARAjrVzsNYoYo,34.0798326,-118.0734805,"3939 Rosemead Blvd, Rosemead, CA 91770, USA",Rosemead,(626) 288-3939,https://seaharbour.shop/
Senia,,manual_review,none,Could not find handle automatically,ChIJRZadjXNuAHwRQ0l2_ic2glc,21.3113523,-157.8636231,"75 N King St, Honolulu, HI 96817, USA",Downtown,(808) 200-5412,http://www.restaurantsenia.com/
Seong Buk Dong,,manual_review,none,Could not find handle automatically,ChIJO9M6hXzHwoAR0cimcXbbsy4,34.0639989,-118.2943534,"3303 W 6th St, Los Angeles, CA 90020, USA",Koreatown,(213) 738-8977,https://seongbukdong.shop/
Shin-Sen-Gumi Chanko - Gardena,,manual_review,none,Could not find handle automatically,ChIJYXlDmly1woARVpq1PRCkZds,33.8628597,-118.3095452,"18517 S Western Ave, Gardena, CA 90248, USA",Northeast Torrance,(310) 715-1588,http://www.shinsengumigroup.com/
Shin-Sen-Gumi Shabu-Shabu,,manual_review,none,Could not find handle automatically,ChIJtfuvH2S1woARUaGqUzTjET0,33.873354,-118.306589,"1695 Artesia Blvd, Gardena, CA 90248, USA",Gardena,(310) 649-2904,http://www.shinsengumigroup.com/
Shins Pizza,,manual_review,none,Could not find handle automatically,ChIJ4QeDUEjHwoARz0_6tHgpwNM,34.0956641,-118.228049,"1215 1/2 Cypress Ave, Los Angeles, CA 90065, USA",Northeast Los Angeles,(323) 332-2028,http://shinspizza.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs
Shirubē,,manual_review,none,Could not find handle automatically,ChIJkZvbH36lwoARn7gRx2v_cjQ,34.0193798,-118.4975511,"424 Wilshire Blvd, Santa Monica, CA 90401, USA",Downtown,(310) 393-2533,https://shirubeusa.com/
Si! Mon,,manual_review,none,Could not find handle automatically,ChIJxyDoj5u7woARttWkJDjVa7g,33.9846764,-118.4703202,"60 N Venice Blvd, Venice, CA 90291, USA",Venice,(310) 302-0016,https://www.si-mon.la/
Sichuan Impression,,manual_review,none,Could not find handle automatically,ChIJa9ZAxEm7woARKUF0-cjv72E,34.0481991,-118.4433111,"11057 Santa Monica Blvd, Los Angeles, CA 90025, USA",Westwood,(310) 444-7171,https://www.toasttab.com/sichuanimpressionwla
Sichuan Impression,,manual_review,none,Could not find handle automatically,ChIJMUDoKhLFwoARnf9iE98ouYc,34.0943092,-118.1299999,"235 W Main St SuiteB, Alhambra, CA 91801, USA",Alhambra,(626) 283-4622,https://www.sichuanimpressions.com/
Sichuan Impression 锦城里,,manual_review,none,Could not find handle automatically,ChIJ5cInpcIrw4ARrGcagndrbHs,33.9952044,-117.9093225,"18065 Gale Ave, City of Industry, CA 91748, USA",City of Industry,(626) 669-7089,https://www.sichuanimpressions.com/
Sichuan Spicy Bay,,manual_review,none,Could not find handle automatically,ChIJcxuq11XbwoARM8nrTy-mvds,34.0800683,-118.1104619,"1265 E Valley Blvd, Alhambra, CA 91801, USA",Alhambra,(626) 872-1188,https://order.mealkeyway.com/merchant/75564a776b486554563477573834344c6657554d39773d3d/main
Sichuan Street Food (当代川菜),,manual_review,none,Could not find handle automatically,ChIJl0m1nhrDwoARxSbYtqUcEq4,34.1447168,-118.128905,"1035 E Green St, Pasadena, CA 91106, USA",Pasadena,(626) 977-7000,http://www.sichuanstreetfoodonline.com/
Side Street Inn On Da Strip,,manual_review,none,Could not find handle automatically,ChIJ_cwZoYBtAHwRI6Ykbv5JdqY,21.2788318,-157.8141062,"614 Kapahulu Ave #100, Honolulu, HI 96815, USA",Diamond Head / Kapahulu / St. Louis Heights,(808) 739-3939,https://sidestreetinn.com/
Simply Wholesome,,manual_review,none,Could not find handle automatically,ChIJSwdnhnC3woAR_f2MCa7ftaE,33.988638,-118.354489,"4508 W Slauson Ave, Los Angeles, CA 90043, USA",South Los Angeles,(323) 294-2144,http://simplywholesome.com/
Smoke and Fire Social Eatery,,manual_review,none,Could not find handle automatically,ChIJkdWfiXLNwoAR-SbXAoYIckc,33.8893822,-118.1595454,"8009 Alondra Blvd, Paramount, CA 90723, USA",Paramount,(562) 363-3109,https://www.thesmokeandfire.com/
Somerville,,manual_review,none,Could not find handle automatically,ChIJ1_u02zi3woARqK7EFUz_Y4s,33.9892135,-118.3531118,"4437 W Slauson Ave, View Park-Windsor Hills, CA 90043, USA",South Los Angeles,(323) 815-1505,https://www.somervilleslauson.com/
Sonido Del Valle,,manual_review,none,Could not find handle automatically,ChIJOaW0xw7GwoARFuGAcZtCKtM,34.0445358,-118.2135306,"2108 1st St, Los Angeles, CA 90033, USA",Central LA,(323) 532-2259,http://sonidodelvalle.com/
South LA Cafe,,manual_review,none,Could not find handle automatically,ChIJbS0cGVO5woARaBf0Grhvoj0,34.0117972,-118.3406353,"3782 W Martin Luther King Jr Blvd, Los Angeles, CA 90008, USA",South Los Angeles,(323) 207-6027,http://www.southlacafe.com/
Spartina,,manual_review,none,Could not find handle automatically,ChIJYX7WCtO-woAR553fj8LNDag,34.083875,-118.3535238,"7505 Melrose Ave, Los Angeles, CA 90046, USA",Fairfax,(323) 782-1023,http://spartina.la/
Spina,,manual_review,none,Could not find handle automatically,ChIJI7udFD_BwoARt7uoEa_1d_8,34.1179185,-118.2613447,"3193 Glendale Blvd, Los Angeles, CA 90039, USA",Northeast Los Angeles,,http://www.spina-losangeles.com/
SteelCraft Long Beach,,manual_review,none,Could not find handle automatically,ChIJlQAcPZoz3YARdBWbP1WKSQs,33.8264223,-118.1891186,"3768 Long Beach Blvd, Long Beach, CA 90807, USA",California Heights,(562) 304-1454,http://www.steelcraftlb.com/
Stir Crazy,,manual_review,none,Could not find handle automatically,ChIJ7WIEQcq5woAR0RM_28q5Kz0,34.0835568,-118.3418247,"6903 Melrose Ave, Los Angeles, CA 90038, USA",Melrose,(323) 433-4933,http://instagram.com/stircrazy.LA
Stuff I Eat,,manual_review,none,Could not find handle automatically,ChIJmRhHWAG3woARiXvgvI05iJo,33.9633419,-118.3515974,"114 N Market St, Inglewood, CA 90301, USA",Inglewood,(310) 671-0115,http://www.stuffieat.com/
Sunday Gravy,,manual_review,none,Could not find handle automatically,ChIJh4nD6y-3woARL7c-WEyafEc,33.9765284,-118.35862,"1122 Centinela Ave, Inglewood, CA 90302, USA",Inglewood,(424) 227-6500,http://www.eatsundaygravy.com/
Sunnin Lebanese Cafe,,manual_review,none,Could not find handle automatically,ChIJN0WJzYK7woARRbo3UQKTLh8,34.0506114,-118.4373075,"1776 Westwood Blvd, Los Angeles, CA 90024, USA",Westwood,(310) 475-3358,https://sunnin.com/
Surfas Culinary District,,manual_review,none,Could not find handle automatically,ChIJQ-Lg3IO5woARDDmecH931Yc,34.0402574,-118.3196537,"3225 W Washington Blvd, Los Angeles, CA 90018, USA",Arlington Heights,(310) 559-4770,http://www.surfasonline.com/
Sushi Ike,,manual_review,none,Could not find handle automatically,ChIJCdoAnUe_woARiuvfyHmW_MA,34.101958,-118.321816,"6051 Hollywood Blvd #105, Los Angeles, CA 90028, USA",Central LA,(323) 856-9972,https://www.sushiike.com/
Sushi n Matcha Sho,,manual_review,none,Could not find handle automatically,ChIJZVNvUDW_woARM1hwZfXjnJw,34.0837269,-118.3484092,"7275 Melrose Ave unit E, Los Angeles, CA 90046, USA",Fairfax,(310) 925-1421,https://sushishomelrose.com/
Sushi Sonagi,,manual_review,none,Could not find handle automatically,ChIJiQId4c21woAR7Na-g3TATdA,33.8735088,-118.3012037,"1425 Artesia Blvd UNIT 27, Gardena, CA 90248, USA",Gardena,,https://www.exploretock.com/sushi-sonagi-gardena/
Sushi Takeda,,manual_review,none,Could not find handle automatically,ChIJZZ-jjkjGwoARk89p24EJYwo,34.0503207,-118.2424499,"123 Astronaut Ellison S Onizuka St ste 307 3rd floor, Los Angeles, CA 90012, USA",Downtown Los Angeles,(213) 613-0083,
Sushi Tama,,manual_review,none,Could not find handle automatically,ChIJNyucS3m_woARUKtQB__4rpY,34.0759018,-118.3835589,"116 N Robertson Blvd, Los Angeles, CA 90048, USA",Central LA,(424) 249-3009,http://www.sushitama-la.com/
Sweet Rice,,manual_review,none,Could not find handle automatically,ChIJA1Tcvf21woAR1ZaqxOxjUWE,33.8882679,-118.3052257,"1630 W Redondo Beach Blvd #4, Gardena, CA 90247, USA",Gardena,(424) 344-2054,
Tacos Fenix (Fish & Shrimp),,manual_review,none,Could not find handle automatically,ChIJYblmQ3qS2IARnjZgt4i08d0,31.8638408,-116.6162712,"Av. Espinoza 451, Obrera, 22830 Ensenada, B.C., Mexico",Obrera,646 977 1191,https://www.instagram.com/tacosfenixmx
Tam's Noodle House,,manual_review,none,Could not find handle automatically,ChIJ3V6g2-zbwoAR1t9P_QrSF_E,34.1042118,-118.0899177,"120 N San Gabriel Blvd #J, San Gabriel, CA 91775, USA",San Gabriel,(626) 782-7666,https://tamsnoodlehouse.wixsite.com/home
Tamalería La Doña,,manual_review,none,Could not find handle automatically,ChIJ6Ssg7L3MwoARZTkRLVKpjk4,33.8960501,-118.1895042,"4818 E Compton Blvd, East Compton, CA 90221, USA",East Compton,(310) 635-4800,https://tamalerialadoa.shop/
Taormina Sicilian Cuisine,,manual_review,none,Could not find handle automatically,ChIJ5W-jcHVyAHwRaGm6iJsz26Y,21.2794304,-157.8305434,"227 Lewers St, Honolulu, HI 96815, USA",Waikiki,(808) 926-5050,http://taorminarestaurant.com/
Taqueria Frontera,,manual_review,none,Could not find handle automatically,ChIJq-wlGADHwoARfnCcqPOh9Jw,34.090923,-118.2237121,"700 Cypress Ave, Los Angeles, CA 90065, USA",Northeast Los Angeles,,
Taqueria Vista Hermosa,,manual_review,none,Could not find handle automatically,ChIJGyYzkgrIwoAR5zXwQ4j0tCM,34.0174262,-118.2781666,"3655 S Grand Ave C-5, Los Angeles, CA 90007, USA",South Los Angeles,(213) 741-1251,http://www.taqueriavistahermosa.com/
Taste of Tehran Restaurant,,manual_review,none,Could not find handle automatically,ChIJOVpDZ5y7woARXY_mVBj2V_A,34.0477204,-118.4352526,"1915 Westwood Blvd, Los Angeles, CA 90025, USA",West Los Angeles,(310) 470-0022,http://tasteoftehran.com/
TAVERNA at The Mar Vista,,manual_review,none,Could not find handle automatically,ChIJgUepbVy6woARRs_aeOlq2bM,34.0047016,-118.4322131,"12249 Venice Blvd., Los Angeles, CA 90066, USA",Mar Vista,(310) 751-6773,http://www.themarvista.com/
The Apple Pan,,manual_review,none,Could not find handle automatically,ChIJyWIAM727woARCh0VBNP7GsU,34.0406564,-118.4277627,"10801 W Pico Blvd, Los Angeles, CA 90064, USA",West Los Angeles,(310) 475-3585,http://www.theapplepan.com/
The Arthur J,,manual_review,none,Could not find handle automatically,ChIJxanJrOyzwoARK-SmTA4f2vM,33.8829479,-118.4100104,"903 Manhattan Ave, Manhattan Beach, CA 90266, USA",Manhattan Beach,(310) 878-9620,https://thearthurj.com/
The Bazaar by Jose Andres,,manual_review,none,Could not find handle automatically,ChIJ69zJpE65woARW1hTfn5h6qQ,34.0700602,-118.377199,"465 La Cienega Blvd, Los Angeles, CA 90048, USA",Central LA,(310) 246-5555,
The Beet Box Cafe,,manual_review,none,Could not find handle automatically,ChIJNzd-ddsUAHwR1825q6hd3dI,21.3951728,-157.7448942,"46 Hoolai St, Kailua, HI 96734, USA",Kailua,,http://www.thebeetboxcafe.com/
The Belasco,,manual_review,none,Could not find handle automatically,ChIJT359ZcnHwoARlzqycZrBhdc,34.0403336,-118.2593883,"1050 S Hill St, Los Angeles, CA 90015, USA",Downtown Los Angeles,(213) 531-0580,https://www.thebelasco.com/?utm_source=GMBlisting&utm_medium=organic
The Blue Hole Restaurant Belizean Caribbean Cuisine,,manual_review,none,Could not find handle automatically,ChIJy5qjlS21woARjQnLuU-0cac,33.9047089,-118.3261432,"14008 Crenshaw Blvd, Gardena, CA 90249, USA",Gardena,(424) 396-3228,https://blueholerestaurant.com/?utm_source=google
The Breakers Palm Beach,,manual_review,none,Could not find handle automatically,ChIJZcTxw5DW2IgREnhgYXc3igo,26.7147746,-80.0339842,"1 S County Rd, Palm Beach, FL 33480, USA",Palm Beach,(561) 655-6611,https://www.thebreakers.com/
The Brixton,,manual_review,none,Could not find handle automatically,ChIJez9qdxe7woARmfzhJtlXAlU,34.0248212,-118.4599269,"2827 Pico Blvd, Santa Monica, CA 90404, USA",Pico,(310) 449-4567,https://www.thebrixtonsm.com/
The Brothers Sushi Culver City,,manual_review,none,Could not find handle automatically,ChIJd7kHztK7woART3cidqv8Pdg,34.0255533,-118.3929493,"9240 Culver Blvd, Culver City, CA 90232, USA",Downtown,(310) 202-8890,http://thebrotherssushicc.com/
The Cheese Store of Beverly Hills,,manual_review,none,Could not find handle automatically,ChIJMd3gmQe8woAR9A6FRbhXHoo,34.068517,-118.4076325,"9705 S Santa Monica Blvd, Beverly Hills, CA 90210, USA",Beverly Hills,(310) 278-2855,http://cheesestore.com/
The Chori-Man,,manual_review,none,Could not find handle automatically,ChIJPRGMf9U33YARy1qrykl9h54,33.7230992,-118.2993395,"2309 S Alma St, San Pedro, CA 90731, USA",San Pedro,(424) 287-2414,https://www.thechoriman.com/
The Crawford Hotel,,manual_review,none,Could not find handle automatically,ChIJLzjzCcN4bIcR6Rns-LU8ylI,39.7529878,-104.9999544,"1701 Wynkoop St, Denver, CO 80202, USA",Union Station,(720) 460-3700,https://www.thecrawfordhotel.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp
The Factory Kitchen,,manual_review,none,Could not find handle automatically,ChIJKdvOsiTGwoAROdFrQHvqplE,34.0389831,-118.2358783,"1300 Factory Pl, Los Angeles, CA 90013, USA",Downtown Los Angeles,(213) 996-6000,https://thefactorykitchen.com/
The Framing House Design,,manual_review,none,Could not find handle automatically,ChIJFeM81ArHwoAR9SNjAxInqOQ,34.0590709,-118.2379413,"670 N Spring St, Los Angeles, CA 90012, USA",Central LA,(213) 621-0295,
The Italian Deli Co.,,manual_review,none,Could not find handle automatically,ChIJDRr7EADDwoARWHde6ATKIQs,34.1692966,-118.1172659,"1615 E Washington Blvd, Pasadena, CA 91104, USA",Pasadena,(626) 345-5300,https://www.theitaliandeli.co/
The Living Room,,manual_review,none,Could not find handle automatically,ChIJS5wbZE-4woARBY_Nm0cG4aA,34.0314411,-118.3348976,"2636 Crenshaw Blvd, Los Angeles, CA 90016, USA",South Los Angeles,,
The MEETING SPOT,,manual_review,none,Could not find handle automatically,ChIJXwhVbgC3woARkXQPlQYCoPI,33.9465232,-118.3425141,"1231 District Dr Unit 2400A 2400A, Inglewood, CA 90303, USA",South Los Angeles,(855) 684-7768,https://themtgspot.com/
The Mulberry LA,,manual_review,none,Could not find handle automatically,ChIJvbXCwSC7woARm0oGgY3osgM,34.0438839,-118.4459658,"1800 Sawtelle Blvd, Los Angeles, CA 90025, USA",Sawtelle,(310) 598-5191,https://www.themulberrylosangeles.com/
The Original Rinaldi's Deli and Cafe,,manual_review,none,Could not find handle automatically,ChIJ78I4KCuxwoARHSa7NvgNKxY,33.9457331,-118.3933585,"6171 W Century Blvd #168, Los Angeles, CA 90045, USA",Westchester,(424) 351-8799,http://www.theoriginalrinaldis.com/
The Palms,,manual_review,none,Could not find handle automatically,ChIJpVYbKUy6woARHSurHU0hpGw,34.0179116,-118.4239573,"3450 Sawtelle Blvd, Los Angeles, CA 90066, USA",Mar Vista,(424) 645-5504,https://www.decron.com/apartments/ca/los-angeles/the-palms/?utm_source=GBP&utm_medium=organic
The Paramour Estate,,manual_review,none,Could not find handle automatically,ChIJt11h7zbHwoARqkvd5P19BzQ,34.0947731,-118.2717843,"1923 Micheltorena St, Los Angeles, CA 90039, USA",Silver Lake,(213) 999-0920,http://theparamour.com/
The Pig and The Lady,,manual_review,none,Could not find handle automatically,ChIJf_g4jXNuAHwRxwKtprB4Ojw,21.2824789,-157.7979348,"3650 Waialae Ave, Honolulu, HI 96816, USA",Kaimuki,(808) 585-8255,http://thepigandthelady.com/
The Rooster,,manual_review,none,Could not find handle automatically,ChIJNy9rZYa5woARVbJF2_h40Fk,34.0550178,-118.384037,"8809 W Pico Blvd, Los Angeles, CA 90035, USA",Pico-Robertson,(424) 278-1839,http://www.roostereats.com/
The Rose Venice,,manual_review,none,Could not find handle automatically,ChIJl54_As-6woARoSxAAI2CKdA,33.9962253,-118.4771078,"220 Rose Ave, Venice, CA 90291, USA",Venice,,https://www.therosevenice.la/
The Seafood Shop Gourmet & Charcuterie,,manual_review,none,Could not find handle automatically,ChIJlWqIZfWVwoARLDMVbOF_5Xo,34.1594814,-118.3715983,"4873 Lankershim Blvd, North Hollywood, CA 91601, USA",North Hollywood,(747) 203-8123,http://theseafoodshop.org/
"The Slate Hotel Denver Downtown, Tapestry by Hilton",,manual_review,none,Could not find handle automatically,ChIJH391Erx5bIcRYh2sCwbkgN4,39.7409074,-104.9947663,"1250 Welton St, Denver, CO 80204, USA",Central Business District,(303) 292-5000,https://www.hilton.com/en/hotels/denvrup-the-slate-hotel-denver-downtown/?SEO_id=GMB-AMER-UP-DENVRUP&y_source=1_Mjc3Mjg2MDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
The Way We Wore,,manual_review,none,Could not find handle automatically,ChIJ35eBeq1ZwokR1lTp8AlL6SU,34.0763825,-118.3651541,"8057 Beverly Blvd Suite 200, Los Angeles, CA 90048, USA",Central LA,(323) 937-0878,http://thewaywewore.com/
The Wolf's Tailor,,manual_review,none,Could not find handle automatically,ChIJgZlxHYt4bIcRbUoKhywj5CE,39.7728352,-105.011101,"4058 Tejon St, Denver, CO 80211, USA",Northwest,(720) 456-6705,https://thewolfstailor.com/
Tienda de Quesos y Vinos Los Globos,,manual_review,none,Could not find handle automatically,ChIJ3_dG2TTs2IARMYSTTDq0JSA,31.972166,-116.6564304,"México 3 s/n, 22766 Villa de Juárez, B.C., Mexico",Villa de Juárez,646 155 3158,https://www.cremerialosglobos.com/sucursales-y-contacto
Tilda,,manual_review,none,Could not find handle automatically,ChIJTb-MURDHwoARtgFst_c5ul8,34.0802388,-118.2555077,"1507 Echo Park Ave, Los Angeles, CA 90026, USA",Echo Park,(213) 995-6090,http://tildawine.com/
Tito’s Tacos,,manual_review,none,Could not find handle automatically,ChIJD7h1FD-6woARYzcOU-WVg3Y,34.0081173,-118.4144858,"11222 Washington Pl, Culver City, CA 90230, USA",Clarkdale,(310) 391-5780,http://www.titostacos.com/
Toranj Restaurant,,manual_review,none,Could not find handle automatically,ChIJNdnGdTO9woAR1Yj8a8erE3A,34.0602431,-118.4429469,"10861 Lindbrook Dr, Los Angeles, CA 90024, USA",Westwood,(310) 824-8188,http://toranjrestaurant.com/
TOSHI SUSHI,,manual_review,none,Could not find handle automatically,ChIJRZkF0nu1woAReSjHSEnJq9U,33.8892279,-118.3078947,"1725 W Redondo Beach Blvd, Gardena, CA 90247, USA",Gardena,(310) 217-9700,
Tripp Burgers,,manual_review,none,Could not find handle automatically,ChIJuT31cKO7woARgoM27ir-H60,34.020256,-118.4226837,"3458 S Sepulveda Blvd, Los Angeles, CA 90034, USA",Westside Village,,http://trippburgers.com/
Twelves,,manual_review,none,Could not find handle automatically,ChIJo06AgcYx3YARjEmh0avGXmA,33.7751792,-118.1826139,"746 E 7th St, Long Beach, CA 90813, USA",East Village,(562) 393-6880,http://www.twelveslb.com/
Two Hommés,,manual_review,none,Could not find handle automatically,ChIJE2iu8PyxwoAR0xugqezXqWQ,33.9747532,-118.3573121,"902 N La Brea Ave, Inglewood, CA 90302, USA",Inglewood,(424) 577-5242,http://twohommes.com/
UCLA Mathias Botanical Garden,,manual_review,none,Could not find handle automatically,ChIJfwjI14C8woARd8bd-g1DUCk,34.0657155,-118.4410962,"707 Tiverton Dr, Los Angeles, CA 90095, USA",Westwood,(310) 825-8260,https://www.botgard.ucla.edu/
UKA,,manual_review,none,Could not find handle automatically,ChIJFyxQKCO_woARf6OMJ9ZWJNg,34.1017937,-118.3392247,"Ovation Hollywood, JAPAN HOUSE, 6801 Hollywood Blvd Level 5, Los Angeles, CA 90028, USA",Central LA,(213) 808-2021,https://www.exploretock.com/uka/?utm_source=google_business_profile
Uncle Bill's Pancake House,,manual_review,none,Could not find handle automatically,ChIJd8iiiuuzwoARB1aI8rL4q6M,33.8864747,-118.4106412,"1305 Highland Ave, Manhattan Beach, CA 90266, USA",Manhattan Beach,(310) 545-5177,http://www.unclebills.net/
Uncle Mac’s Kitchen,,manual_review,none,Could not find handle automatically,ChIJyddTd6a1woARFMNxoxr1ilw,33.8891502,-118.3088542,"15490 S Western Ave, Gardena, CA 90249, USA",Gardena,(310) 817-4401,https://unclemacskitchen.com/?utm_source=google
Union Restaurant,,manual_review,none,Could not find handle automatically,ChIJ6bJimnHDwoARLVTrXTHBoVY,34.1469979,-118.1496377,"37 Union St, Pasadena, CA 91103, USA",Old Pasadena,(626) 795-5841,http://www.unionpasadena.com/
UOVO | Pasadena,,manual_review,none,Could not find handle automatically,ChIJdXI9qFXDwoAR-xXkq3R8390,34.1430716,-118.1319269,"146 S Lake Ave #103, Pasadena, CA 91101, USA",Pasadena,(626) 556-7948,http://uovo.la/
US Thai Cafe,,manual_review,none,Could not find handle automatically,ChIJTy3FFWuHa4cRDIbUxVpcLF0,39.7529385,-105.0541467,"5228 W 25th Ave, Edgewater, CO 80214, USA",Edgewater,(303) 233-3345,https://mymenuweb.com/us/restaurants/1192509/?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin
Valle Omakase by Chef Quindere,,manual_review,none,Could not find handle automatically,ChIJSzvhabr72IAROHQM_HROGE8,32.0995358,-116.6228473,"Camino de los Ranchos Parcela #7, Ejido El Porvenir, 22750 Francisco Zarco, B.C., Mexico",Ejido El Porvenir,646 145 2967,http://valleomakase.com/
Vendome Wines & Spirits,,manual_review,none,Could not find handle automatically,ChIJy9p8wSS-woARIShtakb2gFY,34.1519662,-118.3618906,"10600 Riverside Dr, North Hollywood, CA 91602, USA",North Hollywood,(818) 766-9593,https://www.vendometl.com/
Veronica's Kitchen - The Fufuland,,manual_review,none,Could not find handle automatically,ChIJR414OBm3woARKxw-Qh-b9S4,33.9613568,-118.3650917,"524 W Manchester Blvd, Inglewood, CA 90301, USA",Inglewood,(310) 673-4890,https://veronicaskitchen0732.s4shops.com/
Wagyu Butcher Japanese BBQ,,manual_review,none,Could not find handle automatically,ChIJXYKAbN-1woAREE2yYfb5IdM,33.8725744,-118.3164209,"2104 Artesia Blvd, Torrance, CA 90504, USA",Northeast Torrance,(310) 483-1530,http://www.exploretock.com/wagyu-butcher-torrance
Wah Sing Dim Sum,,manual_review,none,Could not find handle automatically,ChIJY6r-Az7bwoARaSUOvs0RMS0,34.1022585,-118.0911881,"135 S San Gabriel Blvd, San Gabriel, CA 91776, USA",San Gabriel,(626) 872-0900,
West 62nd Street,,manual_review,none,Could not find handle automatically,ChIJmwZebdi3woAR9gEwOBs_Q6c,33.9832568,-118.3065756,"W 62nd St, Los Angeles, CA, USA",South Los Angeles,,
Whole Foods Market,,manual_review,none,Could not find handle automatically,ChIJk2wKz7XHwoARxvQQWiJGyok,34.0461171,-118.25748,"788 S Grand Ave, Los Angeles, CA 90017, USA",Downtown Los Angeles,(213) 873-4745,https://www.wholefoodsmarket.com/stores/downtownlosangeles?utm_source=google&utm_medium=organic&utm_campaign=listings
Wilson Harding Driving Range,,manual_review,none,Could not find handle automatically,ChIJsbHebaHBwoARXpY-64Z2ffc,34.1442575,-118.2900333,"Griffith Park Dr, Los Angeles, CA 90027, USA",Griffith Park,(323) 663-2555,https://www.golf.lacity.org/
Xiang La Hui,,manual_review,none,Could not find handle automatically,ChIJd20UDVbFwoARr4QJI_orW0Q,34.0921192,-118.1336712,"621 W Main St, Alhambra, CA 91801, USA",Alhambra,(626) 703-4165,https://www.laxianglahui.com/
XUNTOS,,manual_review,none,Could not find handle automatically,ChIJkaE_wR-lwoARJmJ-YudPXTE,34.0174391,-118.4937028,"516 Santa Monica Blvd, Santa Monica, CA 90401, USA",Downtown,(424) 744-8727,http://www.barxuntos.com/
Yang's Kitchen,,manual_review,none,Could not find handle automatically,ChIJBczrbxHFwoARl0fbvAOnGME,34.0943735,-118.1281888,"112 W Main St, Alhambra, CA 91801, USA",Alhambra,(626) 281-1035,http://yangskitchenla.com/
Yongsusan Restaurant,,manual_review,none,Could not find handle automatically,ChIJbUuYUYLHwoARCMxYI_5enJs,34.053888,-118.2913861,"950 S Vermont Ave, Los Angeles, CA 90006, USA",Koreatown,(213) 388-3042,http://www.yongsusanla.com/
Yunomi Handroll,,manual_review,none,Could not find handle automatically,ChIJSXug65vHwoARL7woRsKWBV0,34.0457256,-118.2359452,"806 E 3rd St #100, Los Angeles, CA 90013, USA",Downtown Los Angeles,(213) 988-7076,http://www.yunomihandroll.com/
凱悦 Grand Harbor,,manual_review,none,Could not find handle automatically,ChIJI-PkmvvawoARlcLnArj4Jm0,34.1040386,-118.0755039,"5733 Rosemead Blvd, Temple City, CA 91780, USA",Temple City,(626) 280-2998,
成都映象 Chengdu Impression,,manual_review,none,Could not find handle automatically,ChIJ-Ve9tMLbwoARjW7Le7ZsEjY,34.1405688,-118.0304209,"21 E Huntington Dr, Arcadia, CA 91006, USA",Arcadia,(626) 462-9999,https://www.chengduimpressionla.com/
江戸前鮨 㐂扇 Sushi Kisen,,manual_review,none,Could not find handle automatically,ChIJAxmyMojbwoARQDN6CvMHYCo,34.1272921,-118.0542398,"1108 S Baldwin Ave B6, Arcadia, CA 91007, USA",Arcadia,(626) 623-6033,http://sushikisen.com/
